Mês,Escola,CodEscola,Nome Funcionario,CodFuncionario,Categoria,CodDisciplina,Disciplina,inicio do periodo,final do periodo,DiasTrabalhados,CHSuprimento,CHDiaria,CHPeriodo
Abril,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,1002,BIOLOGIA II,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,301,CIENCIAS,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,301,CIENCIAS,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,301,CIENCIAS,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,6363,ELETIVA I,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,6363,ELETIVA I,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA D ,ABC4,Alessandra Bezerra,144,REGENCIA,6363,ELETIVA I,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AF,ABC29,Alessandra Ueno,451,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AF,ABC29,Alessandra Ueno,451,REGENCIA,6153,PREPARACAO PARA O VESTIBULAR,45717,45717,1,6,"0,857142","0,857142"
Fevereiro,ESCOLA AF,ABC29,Alessandra Ueno,451,REGENCIA,6365,CORRESP SOCIAL SUSTENT I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA AF,ABC29,Alessandra Ueno,451,REGENCIA,6365,CORRESP SOCIAL SUSTENT I,45717,45717,1,6,"0,857142","0,857142"
Fevereiro,ESCOLA AF,ABC29,Alessandra Ueno,451,REGENCIA,7502,ENSINO RELIGIOSO,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA AF,ABC29,Alessandra Ueno,451,REGENCIA,7502,ENSINO RELIGIOSO,45717,45717,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,201,MATEMATICA,45691,45716,26,5,"0,714285","18,57141"
Março,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,201,MATEMATICA,45717,45717,1,5,"0,714285","0,714285"
Fevereiro,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,299,EDUCACAO FINANCEIRA,45689,45690,2,16,"2,285714","4,571428"
Fevereiro,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,299,EDUCACAO FINANCEIRA,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,299,EDUCACAO FINANCEIRA,45717,45717,1,3,"0,428571","0,428571"
Fevereiro,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,4191,ADM FINANC E ORCAMENTARIA,45717,45717,1,2,"0,285714","0,285714"
Fevereiro,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,4861,MATEMATICA III,45689,45689,1,4,"0,571428","0,571428"
Fevereiro,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,6211,REC APREND MATEMATICA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA G,ABC7,Alessandro Oliveira,176,REGENCIA,6211,REC APREND MATEMATICA,45717,45717,1,8,"1,142857","1,142857"
Fevereiro,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,106,LINGUA PORTUGUESA,45689,45690,2,34,"4,857142","9,714284"
Fevereiro,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,106,LINGUA PORTUGUESA,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,106,LINGUA PORTUGUESA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,106,LINGUA PORTUGUESA,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,367,REDACAO E LEITURA,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,367,REDACAO E LEITURA,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,367,REDACAO E LEITURA,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,5039,LINGUA PORTUGUESA I,45689,45690,2,2,"0,285714","0,571428"
Fevereiro,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,5039,LINGUA PORTUGUESA I,45691,45716,26,6,"0,857142","22,285692"
Março,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,5039,LINGUA PORTUGUESA I,45717,45747,31,6,"0,857142","26,5714"
Abril,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,5039,LINGUA PORTUGUESA I,45748,45777,30,6,"0,857142","25,71426"
Fevereiro,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,6210,REC APREND LINGUA PORT,45691,45716,26,10,"1,428571","37,142846"
Março,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,6210,REC APREND LINGUA PORT,45717,45747,31,10,"1,428571","44,2857"
Abril,ESCOLA G,ABC7,Alex Carvalho,151,REGENCIA,6210,REC APREND LINGUA PORT,45748,45777,30,10,"1,428571","42,85713"
Fevereiro,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,1195,FISICA I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,1195,FISICA I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,1195,FISICA I,45748,45777,30,4,"0,571428","17,14284"
Fevereiro,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,215,MATEMATICA II,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,215,MATEMATICA II,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,215,MATEMATICA II,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,3525,ROBOTICA PRIMEIROS PASSOS,45691,45716,26,2,"0,285714","7,428564"
Março,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,3525,ROBOTICA PRIMEIROS PASSOS,45717,45747,31,2,"0,285714","8,857134"
Abril,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,3525,ROBOTICA PRIMEIROS PASSOS,45748,45777,30,2,"0,285714","8,57142"
Fevereiro,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,3526,GAMES E PROGRAMACAO,45691,45716,26,3,"0,428571","11,142846"
Março,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,3526,GAMES E PROGRAMACAO,45717,45747,31,3,"0,428571","13,2857"
Abril,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,3526,GAMES E PROGRAMACAO,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,901,FISICA,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,901,FISICA,45717,45747,31,4,"0,571428","17,71427"
Março,ESCOLA  AE,ABC28,Alex Nascimento,384,REGENCIA,901,FISICA,45728,45747,20,2,"0,285714","5,71428"
Abril,ESCOLA AD ,ABC27,Alex Nascimento,384,REGENCIA,901,FISICA,45748,45777,30,4,"0,571428","17,14284"
Abril,ESCOLA  AE,ABC28,Alex Nascimento,384,REGENCIA,901,FISICA,45748,45777,30,2,"0,285714","8,57142"
Abril,ESCOLA I ,ABC9,Alice Ottoni,906,NAO REGENCIA,9316,EQUIPE PEDAGOGICA,45754,45777,24,20,"2,857142","68,571408"
Fevereiro,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,1001,BIOLOGIA,45691,45716,26,8,"1,142857","29,714282"
Março,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,1001,BIOLOGIA,45717,45747,31,8,"1,142857","35,42857"
Abril,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,1001,BIOLOGIA,45748,45777,30,8,"1,142857","34,28571"
Março,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,5641,PROJETO DE VIDA I,45734,45747,14,2,"0,285714","3,999996"
Abril,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,5641,PROJETO DE VIDA I,45748,45777,30,2,"0,285714","8,57142"
Março,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,594,PROJETO DE VIDA,45734,45747,14,3,"0,428571","5,999994"
Abril,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,594,PROJETO DE VIDA,45748,45777,30,3,"0,428571","12,85713"
Fevereiro,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45691,45716,26,12,"1,714285","44,57141"
Março,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45717,45747,31,12,"1,714285","53,14284"
Abril,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,6361,PRATICAS EXPERIMENTAIS I,45748,45777,30,12,"1,714285","51,42855"
Fevereiro,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,6363,ELETIVA I,45691,45716,26,4,"0,571428","14,857128"
Março,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,6363,ELETIVA I,45717,45747,31,4,"0,571428","17,71427"
Abril,ESCOLA U ,ABC20,Alice Vasconcelos,584,REGENCIA,6363,ELETIVA I,45748,45777,30,4,"0,571428","17,14284"
